Counter	Image	Merger (0 = no, 1 = yes)	Myr	Viewpoint	# Bulges	Sep	Flux Ratio	Gini	M20	C	A	S	Sersic n	A_s
116	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_030.fits	1	0.29	3	2	10.176460000098832	3.4015746006115326	0.5859947244186694	-1.092248477759311	3.3192894719025112	0.30306870486002674	-0.0617306224146881	0.7444	0.28308259999999996
117	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	3	2	0.0	0.0	0.5061286395788758	-1.6305749985332942	2.776482613713816	0.12420361200949785	-0.025938661003180225	0.7506	0.15616027
118	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	3	1	0.0	0.0	0.6328382794151984	-2.172589831337413	3.961013926879797	0.17982885105325308	0.1659067228290919	1.1783	0.15608338
119	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	3	1	0.0	0.0	0.6719236839602738	-2.4315415937052194	4.3129620212426465	0.18000302473443114	0.10789135045797853	2.9914	0.32469437
120	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_100.fits	1	0.98	3	1	0.0	0.0	0.6177227668175215	-2.310080396388397	4.427909772500069	0.13963376350576456	0.16746840203445934	3.0574	0.08054197
121	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	3	1	0.0	0.0	0.623401598420791	-2.5545967633762454	4.796779309439258	0.11404903373040375	0.185984989630537	3.4451	0.0985945
122	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	3	1	0.0	0.0	0.5541860416191082	-2.454156909830468	4.739137143507762	0.13705172587047101	0.18659039092489452	3.2151	0.066295885
123	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	3	1	0.0	0.0	0.6153624828911236	-2.603062208878001	4.791188095071068	0.14064959368171884	0.20110015881455012	3.6961	0.4735845
124	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	4	2	7.551963056513497	6.330528961793402	0.6197215837955886	-1.1965923487133578	4.3438972039717365	0.449280554285244	0.15716841342452376	4.4974	0.41337290000000004
125	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	4	2	0.8132845116836096	0.4259905843322047	0.5570364465252212	-2.605035309075872	4.8768332026483305	0.2182864205199452	0.16856283210995104	0.7659	0.33321875
126	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	4	1	0.0	0.0	0.5782327810425665	-2.2125464149027696	4.038535649810065	0.17959000542369594	0.12326634238991373	2.9676	0.8148148000000001
127	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	4	2	7.898624588514004	4.785860108920693	0.6443651692336897	-0.7761911093619248	5.196116186562545	0.4396266835754558	0.30786278655105925	3.3551	0.39732537
128	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	4	2	1.4588771134753702	6.102109547446381	0.5778152387533937	-1.5044806583010406	3.0562049251110937	0.4463234187350861	0.10553736360921036	2.3997	0.34988769999999997
129	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_220.fits	1	2.15	4	1	0.0	0.0	0.6248613447657995	-2.193400052879481	3.969549756093573	0.2025448464820888	0.10045820606577184	2.1293	0.12692817
130	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_225.fits	1	2.2	4	1	0.0	0.0	0.5722241315966435	-1.8397569156677045	3.988015827723725	0.2966483168340011	0.08772652125870622	2.4575	0.24574262
131	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	4	1	0.0	0.0	0.6145129341514484	-1.8232252952949768	4.183024517649907	0.30467419919134825	0.1164326087963468	2.1761	0.22150502
132	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	4	1	0.0	0.0	0.546628135174268	-1.8361346062052064	3.6400280650052452	0.19635334333034554	0.0650896983590351	1.8912	0.15172414
133	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_250.fits	1	2.44	4	1	0.0	0.0	0.5413920958670292	-2.0165383941647077	3.3565038444528668	0.14064589391639662	0.04126583815718299	1.7701	0.0752646
134	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	4	1	0.0	0.0	0.5858294434788633	-2.1618614146296	3.742584136199202	0.13998212782676994	0.08984680958066356	2.0419	0.13479263
135	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_265.fits	1	2.59	4	1	0.0	0.0	0.5349707827527389	-2.119294041386632	3.521289967900381	0.056975455042111135	0.06866527934780847	2.0013	0.08492654599999999
136	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_275.fits	0	2.69	4	1	0.0	0.0	0.5532468618774529	-2.053507975814664	3.53047474308576	0.07088215364579742	0.05341585728815458	1.922	0.1592
137	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_285.fits	0	2.79	4	1	0.0	0.0	0.5605483313104173	-2.0200287702967787	3.617552141794241	0.08880054957853074	0.0861765151151622	1.9826	0.09615385
138	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_295.fits	0	3.62	4	1	0.0	0.0	0.5680218416197952	-2.4049973413087016	4.306334323096924	0.020692308260184974	0.12810481282274905	3.3945	0.08411419
139	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	0	4.6	4	1	0.0	0.0	0.5618267463710472	-2.41597832516218	4.3139562928718735	0.03217623598263796	0.12345269961539558	3.2739999999999996	0.17463154
140	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_311.fits	0	5.18	4	1	0.0	0.0	0.5636679639402277	-2.4466380084285717	4.352437913536734	0.03753360321292987	0.11688502566155615	3.3878	0.13466787
141	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_315.fits	0	5.57	4	1	0.0	0.0	0.6046995020675493	-2.523172158395056	4.5217822895238475	0.011599706597122452	0.1459056292169341	3.4081	0.17318074
142	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_320.fits	0	6.06	4	1	0.0	0.0	0.5656627306819031	-2.4686878346185344	4.339704783806565	0.01587711480959264	0.15259948144646895	3.3952	0.109540634
143	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	0	0.05	4	1	0.0	0.0	0.4954613101836279	-1.7834180047085024	2.7270044635785764	-0.014459836277231162	-0.015157716531745037	0.8381	0.070437126
144	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	0	0.1	4	1	0.0	0.0	0.5052209373505182	-1.7447132167333619	2.637891794709533	-0.033953957959401884	-0.002814434695210029	0.7549	0.09153169
145	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_020.fits	0	0.2	4	1	0.0	0.0	0.4873727632864592	-1.7769872080075633	2.662714218711248	0.033243505485188035	0.02841192197332206	0.8649	0.051993884000000004
146	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_030.fits	0	0.29	4	1	0.0	0.0	0.5228517355723135	-1.7667841493974463	2.693542987560542	0.052463776948568464	0.043097049146738765	0.7449	0.053774327000000004
147	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	4	2	9.936404318827943	3.909128979774754	0.5593402652705824	-1.1298627747802694	2.9109433472678785	0.26219861050121235	-0.024114975947340904	0.7875	0.30670694
148	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	4	1	0.0	0.0	0.6391570086112426	-2.001312750621896	3.1573717779376724	0.2058958983254792	0.11304263754734666	1.2058	0.31956124
149	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	4	1	0.0	0.0	0.6741272863736076	-2.3491622063189124	5.001895298657	0.1905380328509508	0.18475534083804854	3.0779	0.31556773
150	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_100.fits	1	0.98	4	1	0.0	0.0	0.6427217439303371	-2.562639148881814	4.568428464068373	0.1383696574478341	0.1502176167947457	3.3765	0.24790375
151	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	4	1	0.0	0.0	0.5632045629962443	-1.7015322454893291	2.9904891880710043	0.07375470763486007	0.0	3.2616	0.24161509999999997
152	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	4	1	0.0	0.0	0.5825855275775952	-2.4205410289269653	3.1864719213127426	0.13550874467539314	0.0	3.1137	0.41025642
153	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	4	1	0.0	0.0	0.5922061878259148	-2.1992330085994407	5.045143266821965	0.1363687191672679	0.2397359951336038	3.3945	0.2853195
154	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	5	2	7.990084146024735	1.588400444772908	0.5734237531563365	-0.7585187414183326	1.6914253964218326	0.4532212890083198	0.15308003936837575	1.669	0.38344079999999997
155	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	5	2	7.056065840033601	0.8250494896708104	0.49427987950085295	-0.8304190407942348	1.590970579405346	0.4637309838378609	0.10493433928704617	0.815	0.38201183
156	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	5	2	0.0	0.0	0.6312918871874573	-0.9895800559399884	1.288479040833352	0.1069530611464588	-0.3612122692238751	1.2398	0.8706537
157	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	5	2	0.0	0.0	0.6477522823563835	-1.016280051083144	1.1634518524505584	0.10360308874864224	-0.005482519038494133	1.2639	0.67740494
158	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	5	2	1.4201766904939075	4.492830144413224	0.5992108959795138	-1.7698536821271642	3.5332213927803884	0.11983182757862848	0.09427062171396396	1.5044	0.20330417
159	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_220.fits	1	2.15	5	1	0.0	0.0	0.6134416503092235	-1.9711830009324087	3.861714219141624	0.16543431230740285	0.08870566083960695	1.5887	0.28290096
160	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_225.fits	1	2.2	5	1	0.0	0.0	0.5771697188261751	-2.0208328125153643	3.6552514297428464	0.1380380635233365	0.06306741467842701	1.7716	0.14946342
161	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	5	1	0.0	0.0	0.5603204388000971	-2.0494965421682703	3.7664216327842186	0.18505254203529165	0.09311824993088123	1.8751	0.12777285
162	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	5	1	0.0	0.0	0.5741442280412802	-1.9979336511925772	3.5932225350924063	0.1183511515679994	0.06936782123689933	1.7171	0.17365542
163	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_250.fits	1	2.44	5	1	0.0	0.0	0.5581357423324987	-2.1107197673267866	3.5133550157597107	0.05372286596063223	0.059481739759771224	1.7299	0.33016175
164	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	5	1	0.0	0.0	0.5749754651975979	-2.2118016659725295	4.042638591149484	0.09553646418896217	0.10573913456283293	2.5325	0.17077987
165	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_265.fits	1	2.59	5	1	0.0	0.0	0.5897887644853691	-2.2756503473647287	4.259803022937132	0.07738339444565671	0.1013195688954437	2.8058	0.39842984
166	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_275.fits	0	2.69	5	1	0.0	0.0	0.6039825766162172	-2.2621113293765256	4.476589126617705	0.07464080121463934	0.1586661198889167	3.1046	0.12823397
167	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_285.fits	0	2.79	5	1	0.0	0.0	0.6148994395501453	-2.207668549247632	4.5976582739927	0.08527169786776782	0.1629331246303781	3.0564	0.16510777
168	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_295.fits	0	3.62	5	1	0.0	0.0	0.5968164283668829	-2.190334934074458	3.6731067234214563	-0.004068321070298345	0.08641710351948458	1.7907	0.07403727
169	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	0	4.6	5	1	0.0	0.0	0.5865655638166593	-2.3828334007907483	4.395839022792393	0.04095142355751743	0.12853109669260995	2.7275	0.06342229
170	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_311.fits	0	5.18	5	1	0.0	0.0	0.5729396246088534	-2.3959044570879025	4.316485118147138	0.012979363994222934	0.12067467710239145	2.6721	0.053821314
171	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_315.fits	0	5.57	5	1	0.0	0.0	0.604780265848095	-2.3172428942822085	3.8977736359362014	0.009900556948217063	0.09426936202332452	2.2371	0.10152785
172	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_320.fits	0	6.06	5	1	0.0	0.0	0.595004063298481	-2.4256480439397965	4.32752547161914	-0.025503081834633227	0.10293254273656134	2.6017	0.07782516
173	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	0	0.05	5	1	0.0	0.0	0.489176500127464	-1.7661716282795523	2.7435874036478216	-0.04151691539368865	-0.012344511041757277	0.8199	0.097601324
174	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	0	0.1	5	1	0.0	0.0	0.5046159808610999	-1.727977225248993	2.663103077916629	-0.020617944336754797	0.010862763254752788	0.7159	0.12238245
175	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_020.fits	0	0.2	5	1	0.0	0.0	0.4675810638608575	-1.7430300345363	2.647165598830582	0.017045602138183222	0.03802937399984695	0.8054	0.04401691
176	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_030.fits	0	0.29	5	1	0.0	0.0	0.4987622812695826	-1.7098810660017945	2.6776186442055416	-0.02535523418061371	0.011991530601028326	0.7341	0.061802342999999996
177	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_040.fits	1	0.39	5	2	7.814128595051416	2.630994862215849	0.5083473766136805	-1.0919542780851803	1.760875300313374	0.6425404932584841	-0.005471073107465678	0.7297	0.45653817
178	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	5	1	0.0	0.0	0.6534801273978996	-1.6600112515098049	2.9600047244731336	0.22720306557193926	0.1046076670560152	1.0659	0.21588208
179	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	5	1	0.0	0.0	0.5922025258112323	-2.1571437322709657	4.307566465519116	0.19004174798674175	0.1565716006259075	2.5293	0.20263942
180	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_100.fits	1	0.98	5	1	0.0	0.0	0.6102295203292071	-2.2745063862131785	3.8963074329225584	0.0954221435696976	0.0972606952332427	2.5395	0.349025
181	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	5	1	0.0	0.0	0.548170377661969	-2.3646939616963705	4.149428110861448	0.09662776647844687	0.11845920421477905	2.6851	0.2694362
182	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	5	1	0.0	0.0	0.6336032384255103	-2.3312417441628654	3.971264678823654	0.1127138989412475	0.12201970839361352	2.4856	0.17307693
183	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	5	1	0.0	0.0	0.5983005664631624	-2.1648985351495127	3.745120528516265	0.12063745044024575	0.09506016647350787	2.1861	0.29992825
184	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_180.fits	1	1.76	6	2	4.1407391675413665	1.8207067403767647	0.5447127843486227	-1.058596719248313	1.9813731008164488	0.592983256151289	0.11820973785807508	1.4623	0.60420096
185	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_185.fits	1	1.81	6	2	3.8096644770971126	1.082530147728935	0.5482584642467129	-1.1753978732382142	2.365246460594064	0.6668300162834008	0.08691337973277677	0.8589	0.56770355
186	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_190.fits	1	1.86	6	2	6.426338170200657	2.984832741763852	0.5747341037106493	-0.9891001083442156	2.0964805994283124	0.5361514539341944	0.07252229225033488	2.1158	0.778273
187	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_195.fits	1	1.91	6	2	7.626194292043719	2.160130554795861	0.6523362312064859	-0.8824391450905938	3.446548326949455	0.5551646178021558	0.0662036086003456	1.4011	1.0967742
188	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_205.fits	1	2.0	6	2	5.240879484744066	2.107463200871529	0.5895830241833874	-0.7434795578407164	1.6222995676070715	0.7686632060057661	0.18973237075759308	1.0201	1.2166581
189	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_210.fits	1	2.05	6	1	0.0	0.0	0.5507669632706385	-1.4162396338322776	2.9624619531461303	0.2483878723676133	0.06320221021016625	0.8455	0.23690534
190	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_220.fits	1	2.15	6	1	0.0	0.0	0.6255616051278705	-2.152802178736457	4.663910205915276	0.19974182242381794	0.16563461995676051	3.0089	0.26980358
191	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_225.fits	1	2.2	6	1	0.0	0.0	0.6188447381443749	-1.998811888875101	4.803321507188058	0.20246829317425874	0.17307095348318288	3.2943	0.30895168
192	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_230.fits	1	2.25	6	1	0.0	0.0	0.6082478984145291	-1.7486516622827504	4.766403455957335	0.18231122815119727	0.1517468242618802	3.1997	0.3388615
193	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_240.fits	1	2.35	6	1	0.0	0.0	0.6190635091410508	-2.399922100842013	4.597154289737566	0.14054464929800675	0.1225150158833696	2.8054	0.15014817
194	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_250.fits	1	2.44	6	1	0.0	0.0	0.5800345951015323	-2.474238571702156	4.573948486836338	0.06427329222990066	0.18220133614605694	3.1377	0.2739517
195	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_260.fits	1	2.54	6	1	0.0	0.0	0.5600692774762127	-2.127145333597686	3.635382889085853	-0.0068169584126726215	0.0573201440245621	1.6023	0.13918245
196	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_265.fits	1	2.59	6	1	0.0	0.0	0.572617963670948	-2.1054242193497577	3.6498977662493233	0.055421058208152615	0.07811738468311479	1.8794	0.20393215
197	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_275.fits	0	2.69	6	1	0.0	0.0	0.560772114551484	-2.0446425152680003	3.580544222844833	0.03637473854936391	0.08139952185226909	1.4156	0.14950339999999998
198	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_285.fits	0	2.79	6	1	0.0	0.0	0.5884493192581274	-2.1680507413798504	3.6553443239198806	0.01055880639051524	0.05985608846232408	1.723	0.33038238
199	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_295.fits	0	3.62	6	1	0.0	0.0	0.5783351932084664	-2.119194553326288	3.6168873661275174	-0.028606342408824374	0.019232260381988157	1.6846	0.13817607
200	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_305.fits	0	4.6	6	1	0.0	0.0	0.5812811425346583	-2.138255388837882	3.6802567215792585	0.03411504693944498	0.09904713786602984	1.9749	0.09445585
201	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_311.fits	0	5.18	6	1	0.0	0.0	0.5750898344354972	-2.3293996949576896	4.082664276977766	0.03164187909287828	0.14900159681217925	2.6741	0.10810811
202	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_315.fits	0	5.57	6	1	0.0	0.0	0.5812692274681225	-2.3575643934904305	4.089888328527575	0.07424900825904661	0.12858153712797907	2.7496	0.24961206
203	q0.5_fg0.3_allrx10_sunruns/hires_kin/broadband_320.fits	0	6.06	6	1	0.0	0.0	0.5879167978111047	-2.228583892891662	3.8300131871724954	-0.050832349415253705	0.07716681208626132	1.9749	0.10663021
204	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_005.fits	0	0.05	6	1	0.0	0.0	0.5347650924982228	-1.5716708913317716	3.207006971360773	0.07877310456256212	0.12961078005523385	0.4816	0.07609476
205	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_010.fits	0	0.1	6	1	0.0	0.0	0.5441015068344147	-1.5369217760450609	3.2223963861128886	0.07966894104881525	0.08997670284625446	0.4879	0.118445866
206	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_020.fits	0	0.2	6	1	0.0	0.0	0.5268606944014238	-1.5527983487773065	3.1766908828315827	-0.0627447963384957	0.05797560624862622	0.4582	0.08069164
207	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_060.fits	1	0.59	6	2	6.784983370916343	6.3708884361752744	0.629322803180483	-1.8352350003146058	3.8666864865987765	0.2905788862568701	0.14285341634816875	0.8116	0.9282482
208	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_080.fits	1	0.78	6	1	0.0	0.0	0.6352414599877603	-2.058152033493015	3.3928848455546112	0.13323917384751413	0.09470527519627507	1.4987	0.5186744000000001
209	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_100.fits	1	0.98	6	1	0.0	0.0	0.555016748598956	-2.08943915191743	3.665909936191818	0.07808850176846217	0.09602228978958896	1.5157	0.12405797
210	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_120.fits	1	1.17	6	1	0.0	0.0	0.6040038825078563	-2.0732333794603544	4.051879482770868	0.13168553264254654	0.14765485234704429	1.7733	0.24833703
211	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_140.fits	1	1.37	6	1	0.0	0.0	0.6215407798029243	-2.0471581272865267	3.576686026980992	0.09434112997196233	0.10017461605027746	1.4224	0.22745098
212	q0.5_fg0.3_allrx10_sunruns/hires_kin_early_cen1/broadband_160.fits	1	1.56	6	1	0.0	0.0	0.5862560082894521	-2.132740743954364	3.9098910541232232	0.059114921760358125	0.11176438588773416	1.5385	0.21272923
213	isolated_galaxies/m0.5_fg0.3/broadband_005.fits	0	0.05	0	1	0.0	0.0	0.5154379506124679	-1.7734483440339286	2.738839534032043	-0.06789521223476762	0.022240671096085917	0.7525	0.10658795
214	isolated_galaxies/m0.5_fg0.3/broadband_010.fits	0	0.1	0	1	0.0	0.0	0.5050471326809147	-1.7269175998536626	2.613443372830862	0.00258274162123917	0.03928435141278185	0.7198	0.06850009
215	isolated_galaxies/m0.5_fg0.3/broadband_030.fits	0	0.29	0	1	0.0	0.0	0.5289123636575966	-1.7294369203032998	2.674006233423247	0.004710726192686393	0.03630876233058093	0.7219	0.06771011
216	isolated_galaxies/m0.5_fg0.3/broadband_050.fits	0	0.49	0	1	0.0	0.0	0.4958498902603237	-1.7202525893893958	2.7369304480358547	0.018192372450573348	0.03410934818875433	0.9101	0.05115848
217	isolated_galaxies/m0.5_fg0.3/broadband_200.fits	0	1.96	0	1	0.0	0.0	0.5432845491457242	-2.157447948331232	3.253533390680448	-0.0017674627190863933	0.0801818903083541	3.8298	0.08555446
218	isolated_galaxies/m1_fg0.3/broadband_005.fits	0	0.05	0	1	0.0	0.0	0.5100325925895975	-1.8013377864436615	2.731930989490892	-0.014612334892287996	-0.038559295094699415	0.8306	0.10241404
219	isolated_galaxies/m1_fg0.3/broadband_010.fits	0	0.1	0	1	0.0	0.0	0.5235753788230166	-1.7708166406542496	2.646717900896732	-0.038493435425931116	-0.020118483996619613	0.7864	0.071564525
220	isolated_galaxies/m1_fg0.3/broadband_020.fits	0	0.2	0	1	0.0	0.0	0.486090217130111	-1.7904804556390659	2.6696791359307355	-0.005377847773352963	0.018995902888376364	0.882	0.07025485
221	isolated_galaxies/m1_fg0.3/broadband_030.fits	0	0.29	0	1	0.0	0.0	0.5249216816370672	-1.7851859162917127	2.7032440120997454	0.048326322986500886	0.03034906273090471	0.7721	0.09671254
222	isolated_galaxies/m1_fg0.3/broadband_040.fits	0	0.39	0	1	0.0	0.0	0.4799016547706889	-1.737048521305731	2.6398110862051154	0.03851046035618448	0.032854915379055404	0.8946	0.20951568
223	isolated_galaxies/m1_fg0.3/broadband_050.fits	0	0.49	0	1	0.0	0.0	0.4912283945270418	-1.7495539031602578	2.7044075044076936	0.022554018031240814	0.019489775709036195	0.8812	0.13127413
224	isolated_galaxies/m1_fg0.3/broadband_060.fits	0	0.59	0	1	0.0	0.0	0.5413977004900591	-1.793490957257121	2.743228428353745	0.08452335974457917	0.04590994027335511	0.9338	0.059695262
225	isolated_galaxies/m1_fg0.3/broadband_100.fits	0	0.98	0	1	0.0	0.0	0.4803827176521872	-1.703991660901519	2.7232505661582107	0.1125270671205325	0.05424479904137232	1.0185	0.111700036
226	isolated_galaxies/m1_fg0.3/broadband_200.fits	0	1.96	0	1	0.0	0.0	0.5497644983204473	-1.8713577601251337	2.9387604554765625	0.04325673075443915	-0.024043884150400242	2.051	0.09218203
227	isolated_galaxies/m0.5_fg0.3/broadband_005.fits	0	0.05	1	1	0.0	0.0	0.4881799815909934	-1.7164292928070466	2.8507472199865225	-0.006967329058109928	0.0209671743598445	0.6323	0.04893754
228	isolated_galaxies/m0.5_fg0.3/broadband_010.fits	0	0.1	1	1	0.0	0.0	0.4951158123453919	-1.639678575913637	2.82187546537608	0.0018127099163094934	0.05957906271787359	0.6101	0.08709997
229	isolated_galaxies/m0.5_fg0.3/broadband_030.fits	0	0.29	1	1	0.0	0.0	0.5021976597557841	-1.5473686787034018	2.7464259596762397	0.009514826032718792	0.042252560391628384	0.618	0.07493634
230	isolated_galaxies/m0.5_fg0.3/broadband_050.fits	0	0.49	1	1	0.0	0.0	0.467049820981405	-1.7089478896248644	2.8787206651043955	-0.04630876556315862	0.02806838332262856	0.627	0.0324412
231	isolated_galaxies/m0.5_fg0.3/broadband_200.fits	0	1.96	1	1	0.0	0.0	0.5021922190630608	-1.8931701054253849	3.1347282215728534	0.04333991593987843	0.07474468491168469	1.0175	0.0990099
232	isolated_galaxies/m1_fg0.3/broadband_005.fits	0	0.05	1	1	0.0	0.0	0.4681110156067856	-1.6912045998677423	2.871271727167582	0.018565620911023973	0.0496754432509311	0.6742	0.051587302
233	isolated_galaxies/m1_fg0.3/broadband_010.fits	0	0.1	1	1	0.0	0.0	0.4887753948681379	-1.6015949357162045	2.8365003968644498	0.013589670364313642	0.06626516537192771	0.6516	0.07566204
234	isolated_galaxies/m1_fg0.3/broadband_020.fits	0	0.2	1	1	0.0	0.0	0.4607825516035837	-1.5941988087078187	2.8259422835003907	0.016578291337796203	0.05780366508054331	0.6202	0.08338907
235	isolated_galaxies/m1_fg0.3/broadband_030.fits	0	0.29	1	1	0.0	0.0	0.4794874853054985	-1.6560520498204716	2.865779308453741	0.027400026805567367	0.061472438861089086	0.6562	0.08611599
236	isolated_galaxies/m1_fg0.3/broadband_040.fits	0	0.39	1	1	0.0	0.0	0.4907214862985109	-1.6000736343237376	2.7772873923220227	0.013741452262856302	0.04158931701826539	0.6139	0.03994674
237	isolated_galaxies/m1_fg0.3/broadband_050.fits	0	0.49	1	1	0.0	0.0	0.4671122913740271	-1.6057353963000442	2.8990779431114437	0.006799400910113253	0.04420576488193671	0.6419	0.09790874
